Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
5020,Princess Kaiulani,883887,883887,0,2010.csv,2010,1.0,0.0
5021,Pandora's Box,881950,881950,0,2002.csv,2002,1.0,0.0
5022,Venom,881779,881779,0,2005.csv,2005,1.0,0.0
5023,Ai Weiwei: Never Sorry,881661,534100,347561,2012.csv,2012,0.6057883925908031,0.394211607409197
5024,Between Me and My Mind,875191,875191,0,2019.csv,2019,1.0,0.0
5025,The Polar Express 2017 IMAX Release,875150,875150,0,2017.csv,2017,1.0,0.0
5026,Lajja,871706,376000,495706,2001.csv,2001,0.43133808875928353,0.5686619112407165
5027,Particle Fever,869838,869838,0,2014.csv,2014,1.0,0.0
5028,Mirrormask,866999,866999,0,2005.csv,2005,1.0,0.0
5029,The Other Side of the Bed 2003 Re-release,866250,113543,752707,2003.csv,2003,0.1310741702741703,0.8689258297258298
5030,Bird People,866211,32111,834100,2014.csv,2014,0.037070644450370636,0.9629293555496293
5031,Howl's Moving Castle 2019 Re-release,865647,865647,0,2019.csv,2019,1.0,0.0
5032,The Metropolitan Opera HD Live: Nico Muhly: Marnie,865551,849710,15841,2018.csv,2018,0.981698363239139,0.018301636760861002
5033,The Battle of Algiers 2004 Re-release,865058,822941,42117,2004.csv,2004,0.9513130911453336,0.048686908854666394
5034,Latter Days,865028,834685,30343,2004.csv,2004,0.9649225227391484,0.03507747726085167
5035,Veer,861630,527193,334437,2010.csv,2010,0.6118554367884127,0.38814456321158736
5036,Love,861057,249083,611974,2015.csv,2015,0.2892758551408327,0.7107241448591672
5037,Highway,858783,529136,329647,2014.csv,2014,0.6161463373168775,0.3838536626831225
5038,Night Moves,858513,271755,586758,2014.csv,2014,0.3165415083988245,0.6834584916011756
5039,Himalaya,857100,132007,725093,2000.csv,2000,0.15401586746003967,0.8459841325399603
5040,The Nightingale,855756,400209,455547,2019.csv,2019,0.46766718550614894,0.5323328144938511
5041,Steel Magnolias 2019 Re-release,855421,855421,0,2019.csv,2019,1.0,0.0
5042,Chain Letter,855185,138788,716397,2010.csv,2010,0.16229003081204652,0.8377099691879535
5043,A Touch of Sin,854891,154120,700771,2013.csv,2013,0.18028029304320667,0.8197197069567933
5044,Happythankyoumoreplease,853862,216110,637752,2011.csv,2011,0.2530971046843635,0.7469028953156365
5045,I'm Going Home,853526,140872,712654,2002.csv,2002,0.1650471104570921,0.8349528895429079
5046,Brigham City,852206,852206,0,2001.csv,2001,1.0,0.0
5047,The Sea of Trees,850985,20444,830541,2016.csv,2016,0.02402392521607314,0.9759760747839269
5048,31,850419,779820,70599,2016.csv,2016,0.9169832753031153,0.08301672469688472
5049,Wilson,848646,653951,194695,2017.csv,2017,0.7705816088215817,0.22941839117841833
5050,Atlas Shrugged: Who Is John Galt?,846704,846704,0,2014.csv,2014,1.0,0.0
5051,Monty Python's Life of Brian 2004 Re-release,846635,646951,199684,2004.csv,2004,0.7641439345172358,0.2358560654827641
5052,The Polar Express 2015 IMAX Release,846602,846602,0,2015.csv,2015,1.0,0.0
5053,Lizzie,844786,642157,202629,2018.csv,2018,0.7601416216651318,0.23985837833486823
5054,Heartbeats,843423,68723,774700,2010.csv,2010,0.08148105991892561,0.9185189400810744
5055,Higher Ground 2011 Re-release,843370,841733,1637,2011.csv,2011,0.9980589776729075,0.001941022327092498
5056,Gunday,843232,0,843232,2014.csv,2014,0.0,1.0
5057,Mary Kom,839840,621300,218540,2014.csv,2014,0.739783768336826,0.2602162316631739
5058,BANDSTAND: The Broadway Musical on Screen,839554,839554,0,2018.csv,2018,1.0,0.0
5059,Hôtel Normandy,836709,4640,832069,2013.csv,2013,0.005545536142195196,0.9944544638578048
5060,Khiladi 786,835095,379466,455629,2012.csv,2012,0.4543986013567319,0.5456013986432682
5061,The Exception,834572,708973,125599,2017.csv,2017,0.8495048959227005,0.1504951040772995
5062,Premam,834525,828278,6247,2016.csv,2016,0.9925143045445014,0.007485695455498637
5063,The Whistlers,833602,55608,777994,2019.csv,2019,0.06670809331071663,0.9332919066892834
5064,Chillar Party,832150,6330,825820,2011.csv,2011,0.0076068016583548635,0.9923931983416452
5065,Blow Dry,830286,637769,192517,2001.csv,2001,0.7681317040152429,0.23186829598475706
5066,Gold Diggers,829140,527000,302140,2004.csv,2004,0.6355983308005886,0.3644016691994114
5067,Byzantium,828284,89237,739047,2013.csv,2013,0.10773720124981287,0.8922627987501871
5068,Detective Byomkesh Bakshy!,827437,579055,248382,2015.csv,2015,0.6998176296201403,0.30018237037985973
5069,Mary,827179,0,827179,2005.csv,2005,0.0,1.0
5070,13 Sins,826913,13809,813104,2014.csv,2014,0.01669945931434141,0.9833005406856586
5071,The Shape of Things,826617,735992,90625,2003.csv,2003,0.890366397013369,0.10963360298663105
5072,K: Missing Kings,826323,33531,792792,2014.csv,2014,0.04057856310425826,0.9594214368957418
5073,The Saddest Music in the World,824777,699225,125552,2004.csv,2004,0.8477746105917114,0.15222538940828853
5074,Inside,824414,0,824414,2017.csv,2017,0.0,1.0
5075,The Thing About My Folks,823337,816403,6934,2005.csv,2005,0.9915781751579243,0.008421824842075602
5076,The Lord of the Rings: The Return of the King 2011 Re-release,818580,818580,0,2011.csv,2011,1.0,0.0
5077,Break Ke Baad,816988,427628,389360,2010.csv,2010,0.5234201726341146,0.47657982736588544
5078,Life Itself,815645,810454,5191,2014.csv,2014,0.9936357116147343,0.0063642883852656484
5079,Vita & Virginia,815419,42741,772678,2019.csv,2019,0.05241599717445877,0.9475840028255412
5080,Saw 10th Anniversary Release,815324,815324,0,2014.csv,2014,1.0,0.0
5081,What If...,814906,814906,0,2010.csv,2010,1.0,0.0
5082,Tangerine,814868,702354,112514,2015.csv,2015,0.861923648983639,0.13807635101636093
5083,Charly,814666,814666,0,2002.csv,2002,1.0,0.0
5084,Age of Uprising: The Legend of Michael Kohlhaas,813550,3313,810237,2013.csv,2013,0.004072275828160531,0.9959277241718395
5085,The Heiresses,811196,78473,732723,2018.csv,2018,0.09673740994778081,0.9032625900522192
5086,Bangistan,810419,48694,761725,2015.csv,2015,0.06008496839289306,0.939915031607107
5087,So Close,810243,76584,733659,2002.csv,2002,0.094519792210485,0.905480207789515
5088,Bill W.,809590,809590,0,2012.csv,2012,1.0,0.0
5089,Joni 75: A Birthday Celebration,808831,752205,56626,2019.csv,2019,0.9299903193621412,0.07000968063785884
5090,Breathing,807436,4630,802806,2011.csv,2011,0.005734200605373057,0.9942657993946269
5091,Behind the Sun,805755,19861,785894,2001.csv,2001,0.02464893174724327,0.9753510682527567
5092,V/H/S/2,805574,21833,783741,2013.csv,2013,0.027102413930936202,0.9728975860690638
5093,About Adam,802951,159668,643283,2001.csv,2001,0.19885148657888216,0.8011485134211178
5094,Mean Creek,802948,603951,198997,2004.csv,2004,0.7521670145513781,0.24783298544862184
5095,The Tillman Story,802535,802535,0,2010.csv,2010,1.0,0.0
5096,The Wrecking Crew!,801606,801606,0,2015.csv,2015,1.0,0.0
5097,My Mother Likes Women 2004 Re-release,801048,82916,718132,2004.csv,2004,0.10350940268248594,0.896490597317514
5098,Chunhyang,798977,798977,0,2000.csv,2000,1.0,0.0
5099,Red Army,798680,694600,104080,2015.csv,2015,0.8696849802173586,0.13031501978264134
5100,Wakefield,798214,262599,535615,2017.csv,2017,0.32898320500517403,0.6710167949948259
5101,Twin Sisters 2004 Re-release,794365,1563,792802,2004.csv,2004,0.001967609348347422,0.9980323906516526
5102,Tickled,790519,613956,176563,2016.csv,2016,0.7766492645970559,0.22335073540294414
5103,Thin Ice,790421,790421,0,2012.csv,2012,1.0,0.0
5104,Lootera,789671,581813,207858,2013.csv,2013,0.7367789877050063,0.26322101229499373
5105,Momentum,789406,0,789406,2015.csv,2015,0.0,1.0
5106,Trembling Before G-d,788896,788896,0,2001.csv,2001,1.0,0.0
5107,Chonda Pierce: Unashamed,787979,787979,0,2019.csv,2019,1.0,0.0
5108,George Takei's Allegiance,784850,784850,0,2017.csv,2017,1.0,0.0
5109,Life During Wartime,783232,281447,501785,2010.csv,2010,0.3593405274554666,0.6406594725445334
5110,Party Monster,782606,742898,39708,2003.csv,2003,0.9492618252351758,0.05073817476482419
5111,The Paris Opera,781039,55482,725557,2017.csv,2017,0.07103614544216102,0.928963854557839
5112,Futuro Beach,779835,20262,759573,2014.csv,2014,0.025982419357941103,0.9740175806420589
5113,Panic,779137,779137,0,2000.csv,2000,1.0,0.0
5114,Foolproof,779036,458990,320046,2003.csv,2003,0.5891768801441782,0.4108231198558218
5115,Mrs. Hyde,778142,18627,759515,2018.csv,2018,0.023937790274782753,0.9760622097252173
5116,Enter the Void,775385,336467,438918,2010.csv,2010,0.43393539983363105,0.566064600166369
5117,The D Train,774780,673151,101629,2015.csv,2015,0.8688285706910349,0.13117142930896514
5118,New Waterford Girl,774469,774469,0,2000.csv,2000,1.0,0.0
5119,Morvern Callar,772336,267907,504429,2002.csv,2002,0.34687881958111494,0.653121180418885
5120,The Church,772000,772000,0,2019.csv,2019,1.0,0.0
5121,The Girl Next Door,771792,771792,0,2000.csv,2000,1.0,0.0
5122,Grand Masti,770535,413903,356632,2013.csv,2013,0.5371631398963058,0.4628368601036942
5123,Pariah,769552,769552,0,2011.csv,2011,1.0,0.0
5124,Passion of Mind,769272,769272,0,2000.csv,2000,1.0,0.0
5125,The Lord of the Rings: The Fellowship of the Ring 2011 Re-release,768580,768580,0,2011.csv,2011,1.0,0.0
5126,Theeb,768449,283024,485425,2015.csv,2015,0.3683055088886836,0.6316944911113165
5127,Yalom's Cure,766974,1164,765810,2014.csv,2014,0.0015176524888718523,0.9984823475111282
5128,Lo and Behold: Reveries of the Connected World,765796,594912,170884,2016.csv,2016,0.7768544103129293,0.2231455896870707
5129,Fat Girl,765705,725854,39851,2001.csv,2001,0.9479551524412143,0.052044847558785697
5130,DanTDM Presents The Contest,765363,307484,457879,2019.csv,2019,0.4017492353301636,0.5982507646698364
5131,Patterns of Evidence: Moses Controversy,765361,765361,0,2019.csv,2019,1.0,0.0
5132,The Polar Express 2016 IMAX Release,765154,765154,0,2016.csv,2016,1.0,0.0
5133,The Lord of the Rings: The Two Towers 2011 Re-release,764607,764607,0,2011.csv,2011,1.0,0.0
5134,The Prophet,764498,355343,409155,2015.csv,2015,0.4648056633241683,0.5351943366758317
5135,The Invisibles,764250,407373,356877,2018.csv,2018,0.5330363101079489,0.466963689892051
5136,Texas Rangers,763740,623374,140366,2001.csv,2001,0.8162123235656114,0.18378767643438867
5137,Pick of the Litter,763688,578717,184971,2018.csv,2018,0.7577924492724778,0.24220755072752223
5138,Broken Wings,760318,421454,338864,2003.csv,2003,0.5543128006965506,0.44568719930344936
5139,The Shining 2017 Re-release,760309,421572,338737,2017.csv,2017,0.5544745623161109,0.445525437683889
5140,Museo,759626,148505,611121,2018.csv,2018,0.19549752114856522,0.8045024788514348
5141,Bombay Velvet,758478,450692,307786,2015.csv,2015,0.59420576470247,0.40579423529753006
5142,Uzak,757008,96293,660715,2003.csv,2003,0.12720209033458035,0.8727979096654197
5143,Boundaries,755977,703438,52539,2018.csv,2018,0.9305018538923803,0.06949814610761967
5144,I Love Lucy: A Colorized Celebration,754323,754323,0,2019.csv,2019,1.0,0.0
5145,Middle Men,754301,754301,0,2010.csv,2010,1.0,0.0
5146,The Passenger 2005 Re-release,751607,620155,131452,2005.csv,2005,0.825105407480239,0.174894592519761
5147,Tommy's Honour,751345,569306,182039,2017.csv,2017,0.7577158296122287,0.24228417038777125
5148,Little Secrets,750582,405792,344790,2002.csv,2002,0.5406364661023046,0.4593635338976954
5149,A Five Star Life 2014 Re-release,749653,306917,442736,2014.csv,2014,0.4094120879927113,0.5905879120072887
5150,Cronicas,749607,300322,449285,2005.csv,2005,0.40063926830992774,0.5993607316900723
5151,Hobo with a Shotgun,748453,703372,45081,2011.csv,2011,0.9397677609682906,0.060232239031709406
5152,Arthur Newman,747140,207853,539287,2013.csv,2013,0.27819819578659954,0.7218018042134005
5153,The Bride of Humpty Sharma,746788,380011,366777,2014.csv,2014,0.5088606137216988,0.4911393862783012
5154,Holy Rollers,744266,303064,441202,2010.csv,2010,0.40719850161098314,0.5928014983890169
5155,C.S.A.: The Confederate States of America,744165,672156,72009,2005.csv,2005,0.9032351696196408,0.0967648303803592
5156,Saturday's Warrior,744046,744046,0,2016.csv,2016,1.0,0.0
5157,Fade to Black,742076,728921,13155,2004.csv,2004,0.9822727052215676,0.0177272947784324
5158,Scarface 2003 Re-release,739905,739905,0,2003.csv,2003,1.0,0.0
5159,"Kumiko, the Treasure Hunter",739623,623383,116240,2015.csv,2015,0.8428388516852504,0.15716114831474953
5160,Forks Over Knives,739561,739561,0,2011.csv,2011,1.0,0.0
5161,Vicky Donor,739085,549001,190084,2012.csv,2012,0.7428117198968995,0.25718828010310046
5162,Kadosh,736812,736812,0,2000.csv,2000,1.0,0.0
5163,Wiener-Dog,734729,477453,257276,2016.csv,2016,0.6498355175853955,0.35016448241460457
5164,Ramen Shop,734347,88455,645892,2018.csv,2018,0.12045395432949273,0.8795460456705073
5165,David Crosby: Remember My Name,732793,732793,0,2019.csv,2019,1.0,0.0
5166,Once I Was a Beehive,732655,732655,0,2015.csv,2015,1.0,0.0
5167,Tabloid,731925,696921,35004,2011.csv,2011,0.9521754278102265,0.04782457218977354
5168,The Polar Express 2018 Re-release,731018,731018,0,2018.csv,2018,1.0,0.0
5169,Slaughterhouse Rulez,730762,4665,726097,2018.csv,2018,0.006383747376026668,0.9936162526239734
5170,How I Ended This Summer,730412,8733,721679,2010.csv,2010,0.011956265778765957,0.988043734221234
5171,Land Ho!,727594,727594,0,2014.csv,2014,1.0,0.0
5172,Peggy Guggenheim: Art Addict,727591,498428,229163,2015.csv,2015,0.6850387099345648,0.3149612900654351
5173,Liz and the Blue Bird,726454,63204,663250,2018.csv,2018,0.08700344412722623,0.9129965558727737
5174,Bullett Raja,725588,0,725588,2013.csv,2013,0.0,1.0
5175,May it Last: A Portrait of the Avett Brothers,725286,725286,0,2017.csv,2017,1.0,0.0
5176,Aquarela,725269,307346,417923,2019.csv,2019,0.4237682845950951,0.5762317154049049
5177,A Tale of Love and Darkness,724885,572212,152673,2015.csv,2015,0.7893831435331121,0.21061685646688785
5178,Levity,723040,209695,513345,2003.csv,2003,0.2900185328612525,0.7099814671387475
5179,The Act of Killing,722714,486919,235795,2013.csv,2013,0.6737367755432992,0.3262632244567007
5180,Where's My Roy Cohn?,722603,705274,17329,2019.csv,2019,0.9760186437089245,0.023981356291075458
5181,Singham,722451,350864,371587,2011.csv,2011,0.4856578508438635,0.5143421491561365
5182,12 Days,722049,5204,716845,2017.csv,2017,0.007207267096831379,0.9927927329031686
5183,Effie Gray,721143,352534,368609,2014.csv,2014,0.4888544990383322,0.5111455009616678
5184,Revive Us 2,718607,718607,0,2017.csv,2017,1.0,0.0
5185,Garage Days,716888,32500,684388,2002.csv,2002,0.045334836125029296,0.9546651638749707
5186,The Shining 2012 Re-release,715736,342749,372987,2012.csv,2012,0.4788762895816335,0.5211237104183666
5187,Passion,713616,92181,621435,2013.csv,2013,0.12917451402434924,0.8708254859756508
5188,Gerhard Richter Painting,713188,242646,470542,2011.csv,2011,0.34022726125509684,0.6597727387449032
5189,Shanghai Ghetto,712446,712446,0,2002.csv,2002,1.0,0.0
5190,Shootout at Wadala,711366,369573,341793,2013.csv,2013,0.5195258137161461,0.48047418628385385
5191,The Polar Express 2011 IMAX Release,711168,711168,0,2011.csv,2011,1.0,0.0
5192,Extraction,710636,16775,693861,2015.csv,2015,0.023605615251690037,0.97639438474831
5193,Inside Deep Throat,709832,691880,17952,2005.csv,2005,0.974709508728826,0.025290491271174026
5194,Kaal,709777,345091,364686,2005.csv,2005,0.4861963687186257,0.5138036312813743
5195,Muscle Shoals,709415,696241,13174,2013.csv,2013,0.9814297695988948,0.018570230401105135
5196,Paris Countdown,708757,1055,707702,2013.csv,2013,0.001488521453756365,0.9985114785462437
5197,Gori Tere Pyaar Mein!,708440,342184,366256,2013.csv,2013,0.48301055841002766,0.5169894415899723
5198,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,707875,707875,0,2018.csv,2018,1.0,0.0
5199,Passione,707460,255355,452105,2010.csv,2010,0.3609462019054081,0.639053798094592
5200,Palindromes,707269,553368,153901,2005.csv,2005,0.7824010383602279,0.21759896163977213
5201,Bread and Roses,706876,533479,173397,2001.csv,2001,0.7546995512650027,0.24530044873499737
5202,The Lost Medallion: The Adventures of Billy Stone,705854,549632,156222,2013.csv,2013,0.7786766101771755,0.22132338982282454
5203,Itzhak,704968,607290,97678,2018.csv,2018,0.8614433562941864,0.1385566437058136
5204,Blaze,704955,704955,0,2018.csv,2018,1.0,0.0
5205,Bully,704808,480811,223997,2001.csv,2001,0.6821872055935801,0.3178127944064199
5206,Crossing the Bridge: The Sound of Istanbul,704094,70685,633409,2005.csv,2005,0.1003914250085926,0.8996085749914075
5207,Countdown to Canelo vs. Golovkin,703396,703396,0,2017.csv,2017,1.0,0.0
5208,Buena Vista Social Club: Adios,701575,123445,578130,2017.csv,2017,0.1759541032676478,0.8240458967323522
5209,Le Quattro Volte,701334,152530,548804,2010.csv,2010,0.21748553470956777,0.7825144652904322
5210,56 Up,701278,701278,0,2013.csv,2013,1.0,0.0
5211,Our Children,700215,23203,677012,2012.csv,2012,0.033136965075012674,0.9668630349249874
5212,The Greatest Movie Ever Sold,698249,638476,59773,2011.csv,2011,0.914395867376824,0.08560413262317597
5213,Kyun! Ho Gaya Na...,696718,336909,359809,2004.csv,2004,0.48356580424217543,0.5164341957578246
5214,Himmatwala,696334,270880,425454,2013.csv,2013,0.3890087228255406,0.6109912771744593
5215,Frankie & Alice 2014 Re-release,695876,695876,0,2014.csv,2014,1.0,0.0
5216,Deewane Huye Paagal,695849,364357,331492,2005.csv,2005,0.5236150371704206,0.47638496282957943
5217,Frankie,695680,171781,523899,2019.csv,2019,0.24692531048758048,0.7530746895124195
5218,The Least of These: The Graham Staines Story,695164,607015,88149,2019.csv,2019,0.8731968283743117,0.12680317162568833
5219,The Congress 2013 Re-release,695131,137815,557316,2013.csv,2013,0.19825759461166312,0.8017424053883369
5220,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,695130,695130,0,2018.csv,2018,1.0,0.0
5221,The Secret Scripture,694981,0,694981,2017.csv,2017,0.0,1.0
5222,In the Aisles,694586,28394,666192,2018.csv,2018,0.04087902721909166,0.9591209727809084
5223,Raise Hell: The Life & Times of Molly Ivins,694410,694410,0,2019.csv,2019,1.0,0.0
5224,Chris Brown: Welcome To My Life,693984,693984,0,2017.csv,2017,1.0,0.0
5225,Titanic 2017 Re-release,691642,691642,0,2017.csv,2017,1.0,0.0
5226,Close Your Eyes,691495,41392,650103,2004.csv,2004,0.059858711921272026,0.940141288078728
5227,Ferrari Ki Sawaari,689861,434107,255754,2012.csv,2012,0.6292673451608367,0.37073265483916323
5228,"The Prize Winner of Defiance, Ohio",689028,627844,61184,2005.csv,2005,0.9112024475057617,0.08879755249423826
5229,Romeo Akbar Walter,688719,236299,452420,2019.csv,2019,0.34309929013138885,0.6569007098686112
5230,Happy Accidents,688523,688523,0,2001.csv,2001,1.0,0.0
5231,Cobain: Montage of Heck,687649,0,687649,2015.csv,2015,0.0,1.0
5232,Vettai,687636,204373,483263,2012.csv,2012,0.29721102443734765,0.7027889755626523
5233,The Caveman's Valentine,687194,687194,0,2001.csv,2001,1.0,0.0
5234,Mr. Church,685780,685780,0,2016.csv,2016,1.0,0.0
5235,Spun,685608,411119,274489,2003.csv,2003,0.5996414860970117,0.4003585139029883
5236,Bethany Hamilton: Unstoppable,684078,590671,93407,2019.csv,2019,0.8634556293288193,0.13654437067118078
5237,Stefan Zweig: Farewell to Europe 2017 Re-release,683063,78372,604691,2017.csv,2017,0.11473612243672984,0.8852638775632702
5238,Masti,683021,308566,374455,2004.csv,2004,0.45176649034217103,0.548233509657829
5239,Brigsby Bear,681632,532669,148963,2017.csv,2017,0.7814612576874325,0.21853874231256748
5240,"Right Now, Wrong Then",680728,24470,656258,2015.csv,2015,0.035946809885886874,0.9640531901141132
5241,3 Generations,680351,155936,524415,2016.csv,2016,0.2291993397525689,0.7708006602474311
5242,A Matter of Faith,680113,680113,0,2014.csv,2014,1.0,0.0
5243,I Spit on Your Grave 2,678604,809,677795,2013.csv,2013,0.0011921533029572474,0.9988078466970427
5244,All I See Is You,678150,217644,460506,2017.csv,2017,0.32093784560937844,0.6790621543906216
5245,Baaghi,676602,438207,238395,2016.csv,2016,0.6476584461766297,0.3523415538233703
5246,Tyrannosaur,676111,22321,653790,2011.csv,2011,0.03301380986258173,0.9669861901374183
5247,Manderlay,674918,78378,596540,2005.csv,2005,0.11612966315908006,0.88387033684092
5248,5 to 7,674579,162685,511894,2015.csv,2015,0.24116523046225868,0.7588347695377413
5249,Beyond the Hills,673493,124919,548574,2012.csv,2012,0.18547928486264892,0.8145207151373511
5250,The Trump Prophecy,671198,671198,0,2018.csv,2018,1.0,0.0
5251,Anna and the Apocalypse,670430,545597,124833,2018.csv,2018,0.8138015900243127,0.18619840997568723
5252,The Polar Express 2012 IMAX Release,669289,669289,0,2012.csv,2012,1.0,0.0
5253,Bright Days Ahead 2013 Re-release,669085,21770,647315,2013.csv,2013,0.03253697213358542,0.9674630278664146
5254,Phata Poster Nikhla Hero,669070,410526,258544,2013.csv,2013,0.6135770547177425,0.38642294528225746
5255,Travelers and Magicians,668639,506793,161846,2004.csv,2004,0.7579471134648144,0.24205288653518564
5256,Tai Chi 2: The Hero Rises,668484,35067,633417,2012.csv,2012,0.05245750085267561,0.9475424991473244
5257,Girlfriend Boyfriend,667626,64414,603212,2012.csv,2012,0.09648216216863933,0.9035178378313606
5258,Alias Betty,667087,208400,458687,2001.csv,2001,0.31240302988965457,0.6875969701103454
5259,Balzac and the Little Chinese Seamstress 2005 Re-release,666327,666327,0,2005.csv,2005,1.0,0.0
5260,A Bottle in the Gaza Sea,666011,5872,660139,2012.csv,2012,0.008816671196121385,0.9911833288038786
5261,Mr. Gaga: A True Story of Love and Dance,665617,173994,491623,2016.csv,2016,0.2614025783596272,0.7385974216403728
5262,Stockholm,665527,292590,372937,2019.csv,2019,0.43963655869709267,0.5603634413029073
5263,The Stanford Prison Experiment,663114,660561,2553,2015.csv,2015,0.9961499832607967,0.0038500167392032138
5264,Yes,661946,396760,265186,2005.csv,2005,0.5993842398020383,0.40061576019796175
5265,Max,660763,539879,120884,2002.csv,2002,0.8170539209973924,0.1829460790026076
5266,City of Gold,660445,640979,19466,2016.csv,2016,0.9705259332722634,0.0294740667277366
5267,Camille Claudel 1915,660355,35296,625059,2013.csv,2013,0.05345003823700888,0.9465499617629911
5268,Another Happy Day,659937,8464,651473,2011.csv,2011,0.012825466673333969,0.987174533326666
5269,The Woman in the Fifth,659769,113800,545969,2011.csv,2011,0.1724846120384559,0.8275153879615441
5270,Dragon Ball Z: Broly - The Legendary Super Saiyan,658982,658982,0,2018.csv,2018,1.0,0.0
5271,Madame Bovary,658532,44235,614297,2015.csv,2015,0.06717213438375053,0.9328278656162495
5272,Terri,655802,655802,0,2011.csv,2011,1.0,0.0
5273,Dekalog,655720,655720,0,2000.csv,2000,1.0,0.0
5274,The Patience Stone,654587,148671,505916,2013.csv,2013,0.22712183407247624,0.7728781659275238
5275,No Problem,654369,285468,368901,2010.csv,2010,0.4362492721996305,0.5637507278003695
5276,Whisky Galore,653866,20991,632875,2017.csv,2017,0.032102907935265025,0.967897092064735
5277,Ponyo 2018 Re-release,653072,653072,0,2018.csv,2018,1.0,0.0
5278,Rascals,652756,273829,378927,2011.csv,2011,0.4194967185288224,0.5805032814711776
5279,In Secret,652228,444179,208049,2013.csv,2013,0.6810179875748972,0.3189820124251029
5280,Salinger,650675,583633,67042,2013.csv,2013,0.8969654589464786,0.10303454105352135
5281,Metropolis 2002 Re-release,650422,650422,0,2002.csv,2002,1.0,0.0
5282,The Extra Man,649626,453377,196249,2010.csv,2010,0.6979046405162355,0.3020953594837645
5283,The Family Fang,649555,262921,386634,2016.csv,2016,0.4047709585793351,0.5952290414206649
5284,Jodorowsky's Dune,647280,647280,0,2014.csv,2014,1.0,0.0
5285,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,646951,646951,0,2004.csv,2004,1.0,0.0
5286,Storage 24,646175,72,646103,2012.csv,2012,0.00011142492358881108,0.9998885750764112
5287,Miss Minoes 2004 Re-release,645970,256770,389200,2004.csv,2004,0.3974952397170147,0.6025047602829853
5288,Focus,645418,645418,0,2001.csv,2001,1.0,0.0
5289,The Public,644740,573503,71237,2019.csv,2019,0.889510500356733,0.11048949964326706
5290,Dracula 3D,643758,8139,635619,2012.csv,2012,0.012642949679848638,0.9873570503201513
5291,The Inheritance 2003 Re-release,642318,68215,574103,2003.csv,2003,0.10620128970385385,0.8937987102961461
5292,Love and Honor,641929,19684,622245,2012.csv,2012,0.030663827308004467,0.9693361726919956
5293,Seberg,640804,434702,206102,2019.csv,2019,0.6783696730981704,0.3216303269018296
5294,Dust to Glory,640013,640013,0,2005.csv,2005,1.0,0.0
5295,Museum Hours,639121,561457,77664,2012.csv,2012,0.87848310413834,0.12151689586166
5296,Beautiful Boxer,638317,133920,504397,2003.csv,2003,0.20980171294200217,0.7901982870579979
5297,Jack Goes Boating,637479,541992,95487,2010.csv,2010,0.8502115363800219,0.14978846361997808
5298,Welcome to Me,636819,608852,27967,2015.csv,2015,0.9560832826910001,0.04391671730899989
5299,The Virginity Hit,636706,636706,0,2010.csv,2010,1.0,0.0
5300,Not Fade Away,636399,610792,25607,2012.csv,2012,0.9597626646176377,0.04023733538236232
5301,Elsa & Fred,635901,285863,350038,2014.csv,2014,0.4495401013679802,0.5504598986320197
5302,Batti Gul Meter Chalu,635869,249539,386330,2018.csv,2018,0.39243775054295776,0.6075622494570423
5303,Goya in Bordeaux,635361,635361,0,2000.csv,2000,1.0,0.0
5304,The Last Lions,635325,635325,0,2011.csv,2011,1.0,0.0
5305,Kaboom,635162,118919,516243,2010.csv,2010,0.18722625094070489,0.8127737490592951
5306,A Beautiful Life,634784,66171,568613,2011.csv,2011,0.10424175782628421,0.8957582421737158
5307,Dinner Rush,634566,634566,0,2001.csv,2001,1.0,0.0
5308,No One Killed Jessica,634297,440525,193772,2011.csv,2011,0.6945090391409703,0.30549096085902977
5309,The Black Prince,632823,0,632823,2017.csv,2017,0.0,1.0
5310,Grace Jones: Bloodlight and Bami,632394,375208,257186,2017.csv,2017,0.5933136620524546,0.4066863379475454
5311,Jonah: The Musical,631154,631154,0,2017.csv,2017,1.0,0.0
5312,Shut Up and Play the Hits,629107,510334,118773,2012.csv,2012,0.8112038174746108,0.18879618252538916
5313,Short Peace,628807,22862,605945,2013.csv,2013,0.03635773774783042,0.9636422622521695
5314,The Trumpet of the Swan,628387,102202,526185,2001.csv,2001,0.1626418114951455,0.8373581885048544
5315,Asako I & II,627102,25559,601543,2019.csv,2019,0.04075732496467879,0.9592426750353212
5316,Korkoro,627088,8242,618846,2010.csv,2010,0.013143290893782054,0.9868567091062179
5317,I'm Still Here,626396,408983,217413,2010.csv,2010,0.652914450283846,0.347085549716154
5318,"Love, Gilda",626318,626318,0,2018.csv,2018,1.0,0.0
5319,Sleepless Night,624913,3358,621555,2011.csv,2011,0.005373547997881305,0.9946264520021187
5320,Our Lady of the Assassins,624525,525330,99195,2001.csv,2001,0.8411672871382251,0.15883271286177494
5321,The Sound of Music 2018 Re-release,624392,616171,8221,2018.csv,2018,0.9868335917180233,0.013166408281976707
5322,Give Me Liberty,624152,242734,381418,2019.csv,2019,0.3889020623181533,0.6110979376818467
5323,Winter in Wartime 2010 Re-release,623392,543100,80292,2010.csv,2010,0.8712014270314665,0.12879857296853345
